id,repository_id,url,stars,commit_count,sizes,fork,release_count,release_id,repos_addr
4916,50443277,https://github.com/Commit451/ElasticDragDismissLayout,251,42,7511,37,5,NULL,NULL
4917,48172143,https://github.com/NielsMasdorp/Speculum-Android,307,216,23149,67,0,NULL,NULL
4918,50561424,https://github.com/nitrico/MapViewPager,229,127,3971,53,1,NULL,NULL
4919,50545792,https://github.com/tkohout/OSTRAJava,261,93,1869,12,2,NULL,NULL
4920,50574931,https://github.com/me-no-dev/EspExceptionDecoder,262,26,1211,37,8,NULL,NULL
4921,49932173,https://github.com/mutualmobile/CardStackUI,392,86,25241,70,2,NULL,NULL
4922,50650755,https://github.com/DanteAndroid/Knowledge,447,238,35792,157,0,NULL,NULL
4923,44310201,https://github.com/dempeZheng/forest,318,260,10297,150,0,NULL,NULL
4924,50708473,https://github.com/beautifulSoup/RtmpRecoder,360,6,99,118,0,NULL,NULL
4925,50709747,https://github.com/java-deobfuscator/deobfuscator,327,83,1298,82,0,NULL,NULL
4926,50760147,https://github.com/YiuChoi/Unlock163Music,228,30,183,41,8,NULL,NULL
4927,50748074,https://github.com/edvin/fxlauncher,330,173,168,50,12,NULL,NULL
4928,50779869,https://github.com/evilbinary/TvWidget,349,97,8201,95,0,NULL,NULL
4930,50816205,https://github.com/fython/Blackbulb,236,141,1031,52,15,NULL,NULL
4931,50870195,https://github.com/maxbbraun/mirror,439,57,21455,104,0,NULL,NULL
4932,50906927,https://github.com/tlaplus/tlaplus,476,6225,76183,37,21,NULL,NULL
4933,50873393,https://github.com/jfree/jfreechart,298,3646,18415,129,3,NULL,NULL
4934,51137222,https://github.com/miteshpithadiya/SearchableSpinner,389,26,1647,145,0,NULL,NULL
4935,49065221,https://github.com/androidmalin/ILOVEYOU,253,22,20306,48,0,NULL,NULL
4936,51710022,https://github.com/saulmm/onboarding-examples-android,495,21,10665,74,0,NULL,NULL
4937,51870853,https://github.com/SimpleMobileTools/Simple-Gallery,488,3689,27636,188,184,NULL,NULL
4938,44746251,https://github.com/facebook/SoLoader,447,85,137,70,5,NULL,NULL
4939,52055930,https://github.com/domeos/server,224,3,90875,125,6,NULL,NULL
4940,52308103,https://github.com/Microsoft/thrifty,301,381,1395,49,15,NULL,NULL
4941,2708082,https://github.com/chocoteam/choco-solver,314,4413,51264,79,22,NULL,NULL
4942,52397886,https://github.com/bpncool/SectionedExpandableGridRecyclerView,277,13,1122,93,0,NULL,NULL
4943,50380775,https://github.com/turbolinks/turbolinks-android,328,170,407,55,10,NULL,NULL
4944,52605619,https://github.com/ishratkhan/NestedTimeLineRecyclerView,364,6,1776,65,0,NULL,NULL
4945,35964690,https://github.com/mongodb/mongo-spark,392,315,1846,160,16,NULL,NULL
4946,52978536,https://github.com/mariofusco/from-gof-to-lambda,442,21,299,115,0,NULL,NULL
4947,49280918,https://github.com/Nightonke/LeeCo,484,75,10877,101,0,NULL,NULL
4948,52990709,https://github.com/fabric8io/kubeflix,244,382,2072,73,29,NULL,NULL
4949,50542309,https://github.com/palantir/docker-compose-rule,271,539,1091,68,58,NULL,NULL
4950,53607983,https://github.com/nisrulz/qreader,280,99,525,78,10,NULL,NULL
4951,18189061,https://github.com/kotcrab/vis-editor,384,2604,21606,99,43,NULL,NULL
4952,53654713,https://github.com/newtonker/JigsawDemo,230,14,19037,46,0,NULL,NULL
4953,37755439,https://github.com/SubstanceMobile/GEM,278,247,6892,83,3,NULL,NULL
4954,41778292,https://github.com/pengwei1024/JsBridge,489,88,682,75,5,NULL,NULL
4955,53485084,https://github.com/thepacific/adapter,345,133,4353,72,8,NULL,NULL
4956,53889365,https://github.com/VictorAlbertos/RxActivityResult,456,73,191,44,26,NULL,NULL
4957,50722066,https://github.com/visa/SampleCode,238,37,595,151,0,NULL,NULL
4959,54647123,https://github.com/johnalexandergreene/Geom_Kisrhombille,211,45,5905,8,0,NULL,NULL
4960,45111637,https://github.com/dvdciri/MultiChoiceRecyclerView,328,268,22697,63,11,NULL,NULL
4961,21704799,https://github.com/nchutchind/cordova-plugin-streaming-media,276,66,70,183,7,NULL,NULL
4962,54496712,https://github.com/gbrindisi/malware,280,9,3985,208,0,NULL,NULL
4963,54189483,https://github.com/lambadaframework/lambadaframework,233,92,198,42,5,NULL,NULL
4965,42084389,https://github.com/aliyun/alicloud-android-demo,473,309,40058,299,0,NULL,NULL
4966,30347891,https://github.com/FNNDSC/ami,252,624,141537,90,18,NULL,NULL
4967,55204323,https://github.com/kaelaela/OpenGraphView,324,74,14044,50,7,NULL,NULL
4968,47857778,https://github.com/CIDARLAB/cello,500,82,278470,84,0,NULL,NULL
4969,54006244,https://github.com/LittleFriendsGroup/KakaCache,284,35,154,47,0,NULL,NULL
4970,55712784,https://github.com/qiugang/EditTag,276,27,266,47,8,NULL,NULL
4971,45700808,https://github.com/auth0/react-native-lock,291,157,417,86,11,NULL,NULL
4972,55760301,https://github.com/drakeet/LayoutFormatter,499,77,3043,43,11,NULL,NULL
4973,55768282,https://github.com/amaembo/huntbugs,278,579,1614,30,1,NULL,NULL
4974,53561724,https://github.com/eventsourcing/es4j,401,653,1684,25,19,NULL,NULL
4975,55813837,https://github.com/stefanhaustein/TerminalImageViewer,300,48,474,23,0,NULL,NULL
4976,55852678,https://github.com/dinuscxj/RecyclerItemDecoration,363,10,17910,59,0,NULL,NULL
4977,55894358,https://github.com/alivebao/FreeSizeDraggableLayout,229,6,1818,26,0,NULL,NULL
4978,22135701,https://github.com/captain-miao/RecyclerViewUtils,265,99,3616,67,1,NULL,NULL
4979,55917603,https://github.com/nisrulz/screenshott,225,55,587,65,4,NULL,NULL
4980,55943454,https://github.com/GautamGupta/toolbar-button,282,37,3530,48,2,NULL,NULL
4981,55952204,https://github.com/yeungeek/monkey-android,341,124,13443,69,1,NULL,NULL
4982,56047124,https://github.com/zxcpoiu/react-native-incall-manager,241,128,250,62,20,NULL,NULL
4983,55984799,https://github.com/spotify/echoprint-server,226,12,2953,67,0,NULL,NULL
4984,56075499,https://github.com/ImmortalZ/jellyball,231,5,180,55,0,NULL,NULL
4985,56050971,https://github.com/lijunguan/AlbumSelector,218,32,9306,49,0,NULL,NULL
4986,56037374,https://github.com/zfdang/android-multiple-images-selector,217,64,37106,100,1,NULL,NULL
4987,23989657,https://github.com/hehonghui/android_my_pull_refresh_view,284,46,1098,124,0,NULL,NULL
4988,56023993,https://github.com/huxq17/SwipeCardsView,449,77,16418,98,2,NULL,NULL
4989,56191558,https://github.com/EdwardvanRaak/MaterialBarcodeScanner,240,35,5138,89,0,NULL,NULL
4990,39446895,https://github.com/eyeem/decorator,250,49,605,21,0,NULL,NULL
4991,56225439,https://github.com/dalong982242260/AndroidRuler,288,35,10667,80,0,NULL,NULL
4992,56203920,https://github.com/youzan/TitanRecyclerView,250,52,3142,23,0,NULL,NULL
4993,36265972,https://github.com/mugku/Android-LockScreenSample-DisableHomeButtonKey,406,52,19037,125,0,NULL,NULL
4994,56061422,https://github.com/line/line-bot-sdk-java,317,523,1700,603,23,NULL,NULL
4995,56284158,https://github.com/nayuki/QR-Code-generator,385,326,530,146,5,NULL,NULL
4996,56392149,https://github.com/sungerk/DropDownLayout,205,12,2232,35,0,NULL,NULL
4997,55895363,https://github.com/DmitryMalkovich/circular-with-floating-action-button,457,61,213,70,8,NULL,NULL
4998,56362718,https://github.com/leeowenowen/rxjava-examples,437,41,23335,101,0,NULL,NULL
4999,56425625,https://github.com/xybCoder/gank,255,17,3288,48,0,NULL,NULL
5000,56425916,https://github.com/lankton/android-flowlayout,454,47,364,92,0,NULL,NULL
5001,56495384,https://github.com/JohnnyShieh/Gank,361,51,6237,69,2,NULL,NULL
5002,50009218,https://github.com/binglingziyu/OwlView,250,17,3930,32,0,NULL,NULL
5003,59572494,https://github.com/gaolonglong/GankGirl,265,5,6523,56,0,NULL,NULL
5004,46715947,https://github.com/streamsupport/streamsupport,288,1116,4215,18,23,NULL,NULL
5005,56690117,https://github.com/RUB-NDS/TLS-Attacker,416,3442,12816,78,10,NULL,NULL
5006,56160329,https://github.com/googlesamples/android-OurStreets,353,7,162,44,2,NULL,NULL
5007,57028339,https://github.com/songhanghang/Smart-HeaderFooter-RecyclerView,261,44,15878,52,0,NULL,NULL
5008,51140045,https://github.com/alighters/CubeGrid,224,34,146,28,19,NULL,NULL
5009,45273168,https://github.com/BlackBoxVision/material-calendar-view,324,212,7606,77,17,NULL,NULL
5010,58047859,https://github.com/meganz/android,306,4983,55789,114,0,NULL,NULL
5011,50168206,https://github.com/guojunustb/VerticalBannerView,324,11,445,93,1,NULL,NULL
5012,56850292,https://github.com/wusp/IndicatorBox,425,7,3614,66,0,NULL,NULL
5013,46475721,https://github.com/elbbbird/ESSocialSDK,471,44,2122,91,1,NULL,NULL
5014,46284313,https://github.com/lsxiao/ZhihuDailyFluxRRD,358,48,13174,101,0,NULL,NULL
5015,58444434,https://github.com/IamXiaRui/Android_5.0_ViewDemo,402,110,10761,314,0,NULL,NULL
5016,58224844,https://github.com/lukaspili/Reactive-Billing,248,43,143,33,2,NULL,NULL
5017,58467914,https://github.com/lightbringer/dota2ai,270,35,10379,69,2,NULL,NULL
5018,58489415,https://github.com/douglasjunior/android-simple-tooltip,470,106,919,131,8,NULL,NULL
5019,58488899,https://github.com/ocetnik/react-native-background-timer,441,49,35,85,16,NULL,NULL
5020,58495638,https://github.com/andyb129/BeerProgressView,204,30,3339,34,0,NULL,NULL
5021,58396529,https://github.com/FabianTerhorst/FastLayout,418,213,351,44,32,NULL,NULL
5022,58553549,https://github.com/zzhoujay/LowPoly,323,6,2099,28,1,NULL,NULL
5023,58558578,https://github.com/zzhoujay/LowPolyAndroid,201,3,451,16,0,NULL,NULL
5024,58538013,https://github.com/Cleveroad/Bitutorial,353,26,2144,57,0,NULL,NULL
5025,58694392,https://github.com/loonggg/CoordinatorLayoutDemo,431,11,21201,94,0,NULL,NULL
5026,58580250,https://github.com/Andre1299/TUI-ConsoleLauncher,421,153,21516,114,7,NULL,NULL
5027,58630227,https://github.com/jaxio/celerio-angular-quickstart,406,281,1811,111,3,NULL,NULL
5028,58705220,https://github.com/D-clock/AndroidStudyCode,428,52,344,113,0,NULL,NULL
5029,58714998,https://github.com/chihane/JDAddressSelector,444,44,630,95,6,NULL,NULL
5030,47694080,https://github.com/AlexMofer/ProjectX,251,520,30658,96,4,NULL,NULL
5031,58859521,https://github.com/captain-miao/AndroidAgeraTutorial,398,28,281,43,0,NULL,NULL
5032,44626518,https://github.com/StevenByle/Android-Material-Themes-Demo,435,107,7525,82,0,NULL,NULL
5033,54492045,https://github.com/blockchain/thunder,402,439,3234,121,3,NULL,NULL
5034,51319176,https://github.com/google/blockly-android,488,1201,7244,147,2,NULL,NULL
5035,55133617,https://github.com/uber-common/rave,282,84,344,17,7,NULL,NULL
5036,43351880,https://github.com/brucetoo/ImageBrowse,303,27,23645,68,0,NULL,NULL
5037,58978221,https://github.com/StomHong/CustomizeKeyboard,293,11,1180,109,0,NULL,NULL
5039,59115248,https://github.com/egzosn/pay-java-parent,402,221,796,224,8,NULL,NULL
5040,58586054,https://github.com/googlecodelabs/constraint-layout,405,33,1133,176,0,NULL,NULL
5041,59040335,https://github.com/googlesamples/leanback-showcase,365,40,87624,138,0,NULL,NULL
5042,6726370,https://github.com/jenkinsci/java-client-api,376,496,1749,292,12,NULL,NULL
5043,59308247,https://github.com/googlesamples/android-unsplash,435,34,176,70,0,NULL,NULL
5044,59519762,https://github.com/qs-lll/FabActionAnimations,301,22,3989,54,0,NULL,NULL
5046,59954164,https://github.com/evollu/react-native-firebase-analytics,210,92,76,49,12,NULL,NULL
5047,59666181,https://github.com/hujiaweibujidao/yava,334,33,525,27,1,NULL,NULL
5048,57906504,https://github.com/Nescafemix/hintcase,376,50,61873,42,4,NULL,NULL
5049,33823684,https://github.com/Camelcade/Perl5-IDEA,249,3773,25871,43,24,NULL,NULL
5050,60111626,https://github.com/jline/jline3,284,1389,4128,64,27,NULL,NULL
5051,60008823,https://github.com/emmaguy/rxjava-mvp-giphy,432,12,5164,37,0,NULL,NULL
5052,60168380,https://github.com/qiushi123/GuideView-master,329,7,423,102,0,NULL,NULL
5053,60176069,https://github.com/Hitomis/SortRichEditor,306,98,183526,60,0,NULL,NULL
5054,60104963,https://github.com/hujiaweibujidao/wava,273,6,663,36,1,NULL,NULL
5055,36245991,https://github.com/sphinx02/AppStarter,399,3,31294,1166,1,NULL,NULL
5056,60256701,https://github.com/zhe525069676/WeiBoLayout,258,26,5224,56,0,NULL,NULL
5057,41348333,https://github.com/apache/apex-core,298,6121,14734,166,28,NULL,NULL
5058,60697878,https://github.com/klinker24/Android-SlidingEmojiKeyboard,269,23,16471,59,0,NULL,NULL
5059,60608712,https://github.com/SilenceDut/ExpandableLayout,464,29,19259,87,5,NULL,NULL
5060,55224431,https://github.com/javahongxi/whatsmars,373,706,9542,187,3,NULL,NULL
5061,33515679,https://github.com/OneSignal/OneSignal-Android-SDK,258,473,8604,138,76,NULL,NULL
5062,18671453,https://github.com/qpython-android/qpython,408,99,22565,84,42,NULL,NULL
5063,61302844,https://github.com/ldoublem/PassWordInput,294,25,14186,73,0,NULL,NULL
5064,24049909,https://github.com/protyposis/MediaPlayer-Extended,351,519,1128,103,43,NULL,NULL
5065,61051488,https://github.com/hiteshsahu/ECommerce-App-Android,240,34,9550,218,0,NULL,NULL
5066,54207169,https://github.com/jinguangyue/Android-CustomCamera,325,45,40148,66,0,NULL,NULL
5067,50390153,https://github.com/udacity/ud839_Miwok,446,9,2325,3561,0,NULL,NULL
5068,61496137,https://github.com/krishnarb3/Popview-Android,460,13,287,62,0,NULL,NULL
5069,56099345,https://github.com/NationalSecurityAgency/timely,246,240,5121,60,9,NULL,NULL
5070,59736021,https://github.com/dsbGenius/WhiteBoard,280,157,21885,78,0,NULL,NULL
5071,44389412,https://github.com/prolificinteractive/Chandelier,252,65,9042,24,1,NULL,NULL
5072,56808993,https://github.com/udacity/ud839_CustomAdapter_Example,302,5,240,482,0,NULL,NULL
5074,45780127,https://github.com/fabiomsr/MoneyTextView,434,26,381,62,3,NULL,NULL
5075,57251243,https://github.com/Nike-Inc/wingtips,296,141,734,46,13,NULL,NULL
5076,16323518,https://github.com/googlecast/CastVideos-android-v2,346,71,1752,159,0,NULL,NULL
5077,61812387,https://github.com/mukeshsolanki/photofilter,367,35,11897,80,4,NULL,NULL
5078,62210978,https://github.com/PierfrancescoSoffritti/SlidingDrawer,295,79,2383,48,12,NULL,NULL
5080,8611101,https://github.com/StackTipsLab/Android-UI-Tutorials,221,20,4920,1014,0,NULL,NULL
5081,61650920,https://github.com/fython/PackageTracker,276,243,4097,43,13,NULL,NULL
5082,8877717,https://github.com/StackTipsLab/Advance-Android-Tutorials,321,23,5227,1185,0,NULL,NULL
5083,62471041,https://github.com/jmrapp1/TerraLegion,366,167,25298,75,0,NULL,NULL
5084,62576431,https://github.com/hypeapps/Endoscope,395,106,3072,126,2,NULL,NULL
5085,62625137,https://github.com/xuyisheng/VectorDemo,251,5,2119,41,0,NULL,NULL
5087,34216338,https://github.com/NemProject/nem.core,286,671,1390,98,19,NULL,NULL
5088,62890924,https://github.com/binaryroot/CarouselView,391,6,570,77,0,NULL,NULL
5089,63074445,https://github.com/akarnokd/RxJava2Extensions,401,254,1923,21,58,NULL,NULL
5090,62876238,https://github.com/tsy12321/PayAndroid,402,21,802,109,1,NULL,NULL
5091,62880028,https://github.com/shanyao0/DownLoadManager,230,4,95,75,0,NULL,NULL
5092,63128024,https://github.com/yanzhenjie/CircleTextProgressbar,229,3,1715,59,0,NULL,NULL
5093,62959750,https://github.com/manas-chaudhari/android-mvvm,372,175,387,73,5,NULL,NULL
5095,62902405,https://github.com/jkyeo/Android-SplashView,254,14,65,47,0,NULL,NULL
5096,63049797,https://github.com/wosyingjun/beauty_ssm_cluster,419,31,2594,310,0,NULL,NULL
5097,59292713,https://github.com/VictorAlbertos/RxSocialConnect-Android,262,70,222,26,28,NULL,NULL
5098,63065223,https://github.com/klinker24/Android-3DTouch-PeekView,488,43,3819,65,2,NULL,NULL
5099,57899894,https://github.com/miguelbcr/RxPaparazzo,410,249,589,33,45,NULL,NULL
5100,63006499,https://github.com/Angads25/android-filepicker,472,75,1118,96,10,NULL,NULL
5101,63508315,https://github.com/Curzibn/BottomDialog,356,30,2788,72,0,NULL,NULL
5102,63517450,https://github.com/syedowaisali/crystal-range-seekbar,311,90,240,108,0,NULL,NULL
5103,63596923,https://github.com/florent37/BubbleTab,447,21,1732,77,0,NULL,NULL
5104,63439625,https://github.com/OfficialAmal/ChipLayout,213,32,157,36,2,NULL,NULL
5105,63557702,https://github.com/aryarohit07/GlideFaceDetectionTransformation,298,35,522,43,4,NULL,NULL
5106,63425916,https://github.com/rebus007/PermissionUtils,294,43,342,49,12,NULL,NULL
5107,30527717,https://github.com/trivago/Heimdall.droid,226,146,45950,16,11,NULL,NULL
5108,31583554,https://github.com/yoojia/NextQRCode,234,51,717,94,7,NULL,NULL
5109,42554636,https://github.com/ssk5460/DraggableFlipView,275,13,5790,32,2,NULL,NULL
5110,64011282,https://github.com/iSpring/GamePlane,374,10,2437,198,0,NULL,NULL
5111,64209629,https://github.com/RurioLuca/QrCardParsing,247,44,1315,34,0,NULL,NULL
5112,64371587,https://github.com/supercwn/SuperRecycleView,311,35,5910,92,0,NULL,NULL
5113,64387005,https://github.com/forJrking/HeiPermission,359,20,6153,64,0,NULL,NULL
5114,64451281,https://github.com/CoXier/CheckBox,228,27,6715,40,0,NULL,NULL
5115,64510591,https://github.com/VictorAlbertos/ReactiveCache,243,53,171,22,15,NULL,NULL
5116,65701037,https://github.com/boredream/DesignResCollection,497,92,1497,182,0,NULL,NULL
5117,64492611,https://github.com/ybq/nougat-boot-animation,298,12,2102,34,2,NULL,NULL
5118,59287740,https://github.com/ENCP/CNNdroid,465,89,338751,173,0,NULL,NULL
5119,65136727,https://github.com/hanuor/onyx,336,22,5124,53,0,NULL,NULL
5120,64984745,https://github.com/BCsl/UcMainPagerDemo,292,3,57,52,0,NULL,NULL
5121,64912216,https://github.com/Mike-bel/MDStudySamples,480,32,942,129,0,NULL,NULL
5122,65122149,https://github.com/zhangke3016/FlipCards,328,8,5051,66,0,NULL,NULL
5124,65116819,https://github.com/JeasonWong/JikeGallery,388,4,105,50,0,NULL,NULL
5125,65032874,https://github.com/shinezejian/emotionkeyboard,249,8,518,66,0,NULL,NULL
5127,65222991,https://github.com/lsxiao/Apollo,283,134,1173,30,28,NULL,NULL
5128,65101930,https://github.com/eventuate-local/eventuate-local,412,158,2339,136,22,NULL,NULL
5129,65109501,https://github.com/enginebai/SwagPoints,242,25,1292,39,2,NULL,NULL
5130,65139979,https://github.com/nibnait/algorithms,430,59,23364,114,0,NULL,NULL
5131,65289278,https://github.com/JoaquimLey/avenging,271,43,16975,72,2,NULL,NULL
5132,65161139,https://github.com/bassaer/ChatMessageView,419,346,7149,99,39,NULL,NULL
5133,23022733,https://github.com/dawsonice/ProMosaic,343,4,468,81,0,NULL,NULL
5134,65188539,https://github.com/REBOOTERS/AndroidAnimationExercise,489,399,76319,142,1,NULL,NULL
5135,65222489,https://github.com/badoualy/datepicker-timeline,369,52,406,57,2,NULL,NULL
5137,61557706,https://github.com/vimeo/stag-java,295,898,1497,25,23,NULL,NULL
5138,42032884,https://github.com/commons-app/apps-android-commons,257,4056,201025,405,59,NULL,NULL
5139,65554035,https://github.com/zhangke3016/SpecialProgressBar,272,7,1182,56,0,NULL,NULL
5140,65184575,https://github.com/florent37/TutoShowcase,423,51,2563,75,0,NULL,NULL
5141,65516817,https://github.com/LuckyJayce/MultiTypeView,386,26,2321,58,1,NULL,NULL
5142,29121304,https://github.com/chwshuang/web,337,8,3595,299,0,NULL,NULL
5143,65930671,https://github.com/Jaouan/CompoundLayout,441,10,2131,61,4,NULL,NULL
5144,38324286,https://github.com/sharish/BitmapMerger,446,15,216,72,0,NULL,NULL
5145,41933697,https://github.com/gazbert/bxbot,314,667,3944,127,35,NULL,NULL
5147,38751847,https://github.com/unipiazza/unipiazza-android-twostepslogin,240,40,7503,46,0,NULL,NULL
5148,66128536,https://github.com/markzhai/DataBindingAdapter,228,24,45,34,0,NULL,NULL
5149,66706776,https://github.com/XuDaojie/QRCode-Android,355,65,2462,74,12,NULL,NULL
5151,63754907,https://github.com/D-clock/ScratchView,262,38,702,48,1,NULL,NULL
5152,44909826,https://github.com/notHide/Hide-Music-Player,245,8,2920,87,0,NULL,NULL
5153,63353944,https://github.com/Workable/java-error-handler,231,66,194,14,5,NULL,NULL
5154,53354223,https://github.com/twitter/GraphJet,425,64,865,47,0,NULL,NULL
5156,9178484,https://github.com/openscoring/openscoring,366,426,627,120,35,NULL,NULL
5157,66937145,https://github.com/Rukey7/DragSlopLayout,285,65,44545,36,8,NULL,NULL
5158,11393027,https://github.com/actionml/universal-recommender,393,272,2765,145,6,NULL,NULL
5159,68199362,https://github.com/4xes/FlipAnimation,376,12,1090,61,0,NULL,NULL
5160,68604512,https://github.com/cyfonly/FLogger,444,76,118,265,0,NULL,NULL
5161,53792768,https://github.com/jeasonlzy/PullZoomView,392,15,5121,83,0,NULL,NULL
5162,68443703,https://github.com/Saketme/Better-Link-Movement-Method,335,65,968,23,5,NULL,NULL
5163,35981402,https://github.com/dessalines/torrenttunes-client,359,515,22541,43,36,NULL,NULL
5164,68775255,https://github.com/xurui1995/Sword-pointing-to-offer,313,16,341,107,0,NULL,NULL
5165,62617139,https://github.com/ikidou/TypeBuilder,227,4,66,46,1,NULL,NULL
5167,65709853,https://github.com/jeanboydev/Android-BitherCompress,391,14,6685,76,0,NULL,NULL
5168,68870193,https://github.com/pinguo-sunjianfei/Android-Application-ZJB,300,7,7724,109,0,NULL,NULL
5169,61517561,https://github.com/jaredsburrows/android-gif-example,249,411,913,36,0,NULL,NULL
5170,50578970,https://github.com/jeasonlzy/AlphaIndicatorView,310,11,3619,79,0,NULL,NULL
5171,65791586,https://github.com/qstumn/RadarChart,266,41,1865,49,3,NULL,NULL
5173,69214255,https://github.com/anzaizai/EasyRefreshLayout,445,40,1391,72,18,NULL,NULL
5174,69448327,https://github.com/xuyisheng/NaturalAnim,230,4,1375,37,0,NULL,NULL
5175,69475261,https://github.com/Elder-Wu/Notes,259,233,72765,83,0,NULL,NULL
5176,31075682,https://github.com/HabitRPG/habitica-android,468,2340,26670,247,19,NULL,NULL
5177,60201162,https://github.com/uber/uReplicator,314,42,1306,76,0,NULL,NULL
5178,70169627,https://github.com/uptechteam/MotionViews-Android,331,37,2533,85,0,NULL,NULL
5179,54767436,https://github.com/leoleohan/RecyclerRefresh,234,16,110,77,0,NULL,NULL
5180,70602866,https://github.com/KingsMentor/MobileVisionBarcodeScanner,476,63,16972,86,4,NULL,NULL
5181,69049275,https://github.com/Kunzisoft/Android-SwitchDateTimePicker,239,105,5089,42,15,NULL,NULL
5182,70797702,https://github.com/songixan/SmileRefresh,206,11,125,22,2,NULL,NULL
5183,70806176,https://github.com/zhonghanwen/ColorTextView,216,13,829,25,0,NULL,NULL
5184,70778211,https://github.com/ronaldsmartin/Material-ViewPagerIndicator,428,99,639,72,6,NULL,NULL
5186,70894154,https://github.com/wangshaolei/AutoFillEmailEditText,253,7,102,32,0,NULL,NULL
5187,70904435,https://github.com/LuoboDcom/ZZShow,278,77,14047,85,0,NULL,NULL
5188,70908574,https://github.com/DmitriyZaitsev/RadarChartView,458,43,9364,74,1,NULL,NULL
5189,70924325,https://github.com/MatteoBattilana/WeatherView,290,261,42087,63,37,NULL,NULL
5190,4397781,https://github.com/wsieroci/audio-recognizer,481,10,2148,179,0,NULL,NULL
5191,71325449,https://github.com/armcha/Vertical-Intro,305,44,7998,48,1,NULL,NULL
5192,39827190,https://github.com/javaparser/javasymbolsolver,226,1166,9843,61,17,NULL,NULL
5194,71367962,https://github.com/aykuttasil/CallRecorder,345,57,157,97,14,NULL,NULL
5195,71231050,https://github.com/Hitomis/CrazyShadow,383,55,331,50,2,NULL,NULL
5196,71320860,https://github.com/gdutxiaoxu/CoordinatorLayoutExample,366,33,19496,78,0,NULL,NULL
5197,71459335,https://github.com/brucetoo/ListVideoPlay,266,67,59511,67,0,NULL,NULL
5198,71562560,https://github.com/Assassinss/Interessant,291,83,46736,78,0,NULL,NULL
5199,71563738,https://github.com/pcevikogullari/AndroidShortcuts,321,11,7995,33,0,NULL,NULL
5200,71710470,https://github.com/yaozs/YzsLib,293,69,2230,48,7,NULL,NULL
5201,42798925,https://github.com/k0shk0sh/FastAccess,297,88,12240,79,12,NULL,NULL
5202,6329163,https://github.com/ameizi/maven-framework-project,203,146,7766,199,0,NULL,NULL
5203,42327118,https://github.com/minecraft-dev/MinecraftDev,266,1187,8798,36,87,NULL,NULL
5204,72131117,https://github.com/Yellow5A5/ClearScreenHelper,274,21,5551,38,3,NULL,NULL
5205,71230327,https://github.com/dsyer/spring-boot-thin-launcher,268,274,1313,21,13,NULL,NULL
5206,72517914,https://github.com/patloew/RxLocation,414,22,219,74,6,NULL,NULL
5207,25293675,https://github.com/chentao0707/ZXingProject,343,3,1158,132,0,NULL,NULL
5208,44994636,https://github.com/salesforce/Argus,355,2417,7176,104,15,NULL,NULL
5209,52439413,https://github.com/Cleveroad/Android-Marshmallow-Boot-Animation,242,25,299,46,0,NULL,NULL
5210,66311167,https://github.com/Microsoft/mssql-jdbc,491,1679,7378,183,27,NULL,NULL
5211,73500312,https://github.com/RiccardoMoro/LongPressPopup,230,38,35626,18,2,NULL,NULL
5212,73619890,https://github.com/shahen94/react-native-video-processing,454,197,26497,75,59,NULL,NULL
5213,73666024,https://github.com/ar-android/DrawRouteMaps,276,18,1023,104,1,NULL,NULL
5216,70453395,https://github.com/IntruderShanky/Frisson,376,38,4086,93,7,NULL,NULL
5217,73620856,https://github.com/FrangSierra/Rx2Firebase,340,94,221,38,15,NULL,NULL
5219,51208069,https://github.com/SwiftyWang/ToastBar,302,42,516,35,7,NULL,NULL
5220,29384015,https://github.com/north2016/PianoView,319,5,2632,49,0,NULL,NULL
5221,3945055,https://github.com/Waffle/waffle,286,2108,150408,145,49,NULL,NULL
5222,62875403,https://github.com/Tamicer/RetrofitClient,427,60,287,140,0,NULL,NULL
5223,71553693,https://github.com/Rukey7/IjkPlayerView,343,67,886,74,7,NULL,NULL
5225,75259008,https://github.com/Ajian-studio/GALeafLoading,481,8,175,108,0,NULL,NULL
5226,75452243,https://github.com/android-notes/androidScreenShareAndControl,325,25,5224,103,0,NULL,NULL
5227,75523374,https://github.com/RameshBhupathi/CollapsingToolbar-With-Webview,211,7,6360,37,0,NULL,NULL
5228,71649119,https://github.com/xenione/tab-digit,416,23,1372,62,0,NULL,NULL
5229,59575530,https://github.com/HotBitmapGG/gank.io-unofficial-android-client,403,128,15464,78,4,NULL,NULL
5230,74958749,https://github.com/vivian8725118/ZXingGenerator,476,14,964,91,0,NULL,NULL
5231,75272630,https://github.com/vivian8725118/CardView,381,11,703,50,0,NULL,NULL
5232,68429268,https://github.com/mcxtzhang/SupportDemos,370,15,902,54,0,NULL,NULL
5233,56639832,https://github.com/yahoo/FEL,221,101,300,63,0,NULL,NULL
5235,75788438,https://github.com/AndroidMsky/WXhongbao,212,13,2002,79,0,NULL,NULL
5237,68229620,https://github.com/TinkerPatch/tinkerpatch-sdk,243,168,503,33,4,NULL,NULL
5238,64465896,https://github.com/18722527635/MyRecyclerView,229,19,14819,82,0,NULL,NULL
5239,76189546,https://github.com/githubwing/ExpandableViewpager,256,7,5573,41,1,NULL,NULL
5240,76019901,https://github.com/ssseasonnn/RxJava2Demo,320,14,108,67,0,NULL,NULL
5241,76048305,https://github.com/mcxtzhang/all-base-adapter,461,64,25995,88,14,NULL,NULL
